"","iso3","province.state","lat","long","x01.22.20","x01.23.20","x01.24.20","x01.25.20","x01.26.20","x01.27.20","x01.28.20","x01.29.20","x01.30.20","x01.31.20","x02.01.20","x02.02.20","x02.03.20","x02.04.20","x02.05.20","x02.06.20","x02.07.20","x02.08.20","x02.09.20","x02.10.20","x02.11.20","x02.12.20","x02.13.20","x02.14.20","x02.15.20","x02.16.20","x02.17.20","x02.18.20","x02.19.20","x02.20.20","x02.21.20","x02.22.20","x02.23.20","x02.24.20","x02.25.20","x02.26.20","x02.27.20","x02.28.20","x02.29.20","x03.01.20","x03.02.20","x03.03.20","x03.04.20","x03.05.20","x03.06.20","x03.07.20","x03.08.20","x03.09.20","x03.10.20","x03.11.20","x03.12.20","x03.13.20","x03.14.20","x03.15.20","x03.16.20","x03.17.20","x03.18.20","x03.19.20","x03.20.20","x03.21.20","x03.22.20","x03.23.20","x03.24.20","x03.25.20","x03.26.20","x03.27.20","x03.28.20","x03.29.20","x03.30.20","x03.31.20","x04.01.20","x04.02.20","x04.03.20","x04.04.20","x04.05.20","x04.06.20","x04.07.20","x04.08.20","x04.09.20","x04.10.20","x04.11.20","x04.12.20","x04.13.20","x04.14.20","x04.15.20","x04.16.20","x04.17.20","x04.18.20","x04.19.20","x04.20.20","logcases","density","cdensity"
"286","USA","New Hampshire",36.2324773966667,-59.6480472541667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,4,4,5,6,6,7,7,17,26,37,42,53,61,73,101,101,108,137,158,187,214,314,357,367,479,479,540,621,715,715,747,819,819,885,929,985,922,1139,1139,1287,1342,1390,1447,7.27793857294566,35.3244426297251,"low pop density"
"287","USA","New Jersey",36.783272136087,-68.133541043913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5,15,23,29,49,69,72,176,250,397,741,890,1327,1914,2844,3675,4402,6876,8825,11124,13386,16636,18696,22255,25590,29895,34124,37505,41090,44416,47437,51027,54588,58151,61850,64584,68824,71030,75317,78467,81420,85301,88722,11.3932744356996,35.3244426297251,"low pop density"
"288","USA","New Mexico",32.5751098942857,-99.8364155571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,13,13,21,23,28,35,42,55,57,83,100,113,113,136,208,237,237,315,340,388,534,534,670,757,876,902,865,1081,1091,1245,1262,1345,1484,1484,1597,1798,1845,1971,7.58680353516258,35.3244426297251,"low pop density"
"289","USA","New York",41.2146466040625,-73.115615079375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,23,31,76,106,142,150,220,327,421,613,615,967,1578,3038,5704,8403,11727,15800,20884,25681,30841,37877,44876,52410,59648,66663,75833,83948,92506,102987,113833,123160,131815,139875,151061,161779,172348,181026,189033,195749,203020,214454,223691,230597,241712,247815,253060,12.4413858453675,35.3244426297251,"low pop density"
"290","USA","North Carolina",34.9256957941176,-77.9422536662745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,7,7,15,17,25,32,39,64,92,136,189,256,305,353,495,590,738,887,1020,1191,1313,1535,1675,1977,2251,2486,2649,2962,3299,3499,3736,3965,4354,4570,4886,5113,5340,5639,6045,6328,6601,6895,8.83869681234353,35.3244426297251,"low pop density"
"291","USA","North Dakota",45.6701064832727,-96.6039609470909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,6,19,26,28,28,30,36,45,51,68,94,98,109,122,142,159,173,186,207,225,237,251,269,278,293,308,331,341,365,393,393,528,585,627,6.4425401664682,35.3244426297251,"low pop density"
"292","USA","Ohio",39.4148771504444,-80.994621162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,12,26,30,50,67,89,119,173,247,356,443,567,704,868,1137,1406,1653,1933,2199,2547,2901,3312,3739,4043,4453,4782,5148,5512,5878,6250,6604,6975,7285,7794,8414,9107,10222,11602,12919,9.46653177733659,35.3244426297251,"low pop density"
"293","USA","Oklahoma",34.6031317822785,-94.7893388192405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,4,10,17,17,44,49,53,67,81,106,164,248,322,377,429,481,568,721,881,990,1161,1254,1329,1474,1526,1686,1794,1868,1970,2069,2184,2263,2357,2465,2465,2567,2680,7.89394513823596,35.3244426297251,"low pop density"
"294","USA","Oregon",42.1506953760526,-115.083397513158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,6,14,14,14,19,24,30,36,36,39,66,75,88,114,137,161,191,210,266,316,416,479,548,606,690,736,826,899,899,1068,1068,1132,1181,1321,1322,1371,1527,1584,1633,1663,1736,1785,1844,1910,1957,7.57967882309046,35.3244426297251,"low pop density"
"295","USA","Pennsylvania",39.6349456488406,-75.3655984808696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,12,16,22,41,47,47,79,112,155,206,311,399,509,698,946,1260,1795,2345,2845,3432,4155,4963,6009,7268,8570,10444,11589,13127,14853,16631,18300,20051,21719,22938,24292,25465,26753,28258,29888,31652,32902,33914,10.4316126733802,35.3244426297251,"low pop density"
"296","USA","Rhode Island",29.7536729328571,-51.0457893557143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,5,3,12,20,20,21,23,33,44,54,66,83,106,124,132,165,203,239,294,408,488,566,645,711,806,922,1082,1229,1450,1727,1727,2349,2665,2665,3251,3251,3529,4177,4491,4706,5090,8.53522955390234,35.3244426297251,"low pop density"
"297","USA","South Carolina",32.5425774589583,-77.6090913716667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,10,7,8,19,19,30,47,60,80,126,174,196,298,342,424,424,542,660,774,925,1083,1293,1554,1700,1917,2049,2232,2417,2417,2793,3067,3211,3320,3391,3553,3656,3931,4099,4248,4377,4446,8.3999849905107,35.3244426297251,"low pop density"
"298","USA","South Dakota",42.9705568411765,-96.3897351192647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,8,8,10,11,11,14,14,14,21,28,30,41,46,58,68,90,101,108,129,165,187,212,240,288,320,393,447,536,626,730,868,988,1168,1311,1411,1542,1635,1685,7.4301141385618,35.3244426297251,"low pop density"
"299","USA","Tennessee",35.1452031975258,-84.3332854012371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,9,18,26,32,32,52,74,100,154,223,304,393,614,772,916,1097,1318,1511,1720,1917,2391,2933,3013,3067,3322,3633,3802,4139,4363,4634,4891,5132,5508,5610,5827,5827,6166,6263,6589,7070,7238,8.88723835429314,35.3244426297251,"low pop density"
"300","USA","Texas",31.4132946653906,-97.8823415048828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,13,16,21,27,44,60,63,85,110,196,306,429,582,643,758,955,1229,1563,1937,2455,2792,3147,3809,4355,5069,5734,6567,7209,8043,8925,9777,11208,12105,13023,13677,14275,15006,15907,16876,17849,18704,19260,19751,9.89101003102502,35.3244426297251,"low pop density"
"301","USA","Utah",37.5284050345946,-105.527566037838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,9,10,18,28,39,47,62,95,118,162,257,298,340,396,472,602,720,798,888,888,1092,1255,1435,1608,1685,1746,1855,1856,2103,2207,2303,2363,2417,2548,2683,2793,2917,3069,3213,8.07527154629746,35.3244426297251,"low pop density"
"302","USA","Vermont",38.63955882375,-63.5988331175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,5,5,12,12,13,22,29,49,52,75,95,125,158,184,211,235,256,293,321,338,389,461,512,543,575,605,628,679,711,727,748,752,759,774,779,803,813,816,6.70563909486,35.3244426297251,"low pop density"
"303","USA","Virginia",37.0096147648889,-77.3505456352593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,9,12,27,37,37,49,67,79,103,123,157,220,254,293,396,466,607,740,890,1020,1249,1483,1706,2012,2407,2640,2878,3335,3645,4042,4509,5077,5274,5747,6182,6500,6889,7491,8053,8542,8990,9.10397935598477,35.3244426297251,"low pop density"
"304","USA","Washington",44.929699277561,-114.830477956098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,11,18,27,39,70,78,102,122,122,167,282,442,568,642,603,779,955,1022,1374,1524,1793,1997,2221,2328,2591,3207,3477,4030,4465,4923,5432,5608,6389,6846,7247,7825,8311,8692,9276,9639,10119,10434,10609,10635,10799,10942,11057,11517,11776,12255,12114,9.40219963325063,35.3244426297251,"low pop density"
"305","USA","West Virginia",37.4523500678947,-77.7887718987719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,12,16,16,22,39,52,76,96,113,145,162,191,216,237,282,324,345,412,483,514,574,577,593,611,640,702,728,775,785,890,902,6.80572255341699,35.3244426297251,"low pop density"
"306","USA","Wisconsin",43.1952747517568,-87.3710075490541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,19,27,28,48,73,111,159,219,282,381,425,481,621,728,926,1055,1164,1230,1412,1556,1748,2012,2030,2320,2449,2578,2710,2886,3068,3213,3341,3428,3555,3721,3875,4053,4199,4346,4499,8.41183267575841,35.3244426297251,"low pop density"
"307","USA","Wyoming",39.6399346648,-98.580982828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,11,16,18,21,23,26,26,29,44,53,70,82,86,94,109,130,150,162,187,197,210,216,221,230,239,261,270,275,282,287,296,305,309,313,317,5.76205138278018,35.3244426297251,"low pop density"
"308","UZB","Uzbekistan",41.3775,64.5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,15,23,33,43,43,46,50,60,75,88,104,144,149,172,181,205,227,266,342,457,520,545,582,624,767,865,998,1165,1302,1349,1405,1490,1565,1627,7.39510754656249,74.8657733897508,"mid pop density"
"310","VCT","Saint Vincent and the Grenadines",12.9843,-61.2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,7,7,7,8,8,12,12,12,12,12,12,12,12,12,12,12,12,2.56494935746154,281.135897435897,"high pop density"
"311","VEN","Venezuela",6.4238,-66.5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,17,33,36,42,42,70,70,77,84,91,107,107,119,119,135,135,143,146,153,155,159,165,165,167,171,171,175,181,189,189,197,204,204,227,256,256,5.54907608489522,35.7895572813333,"low pop density"
"312","VGB","British Virgin Islands",18.4207,-64.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,1.79175946922805,204.406666666667,"high pop density"
"313","VIR","Virgin Islands",18.3358,-64.8963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,6,6,7,17,17,17,19,22,23,30,30,30,30,37,40,42,43,43,45,45,50,51,51,51,51,51,51,51,53,53,53,3.98898404656427,307.171428571429,"high pop density"
"314","VNM","Vietnam",16,108,0,2,2,2,2,2,2,2,2,2,6,6,8,8,8,10,10,13,13,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,30,30,31,38,39,47,53,56,61,66,75,85,91,94,113,123,134,141,153,163,174,188,203,212,218,233,237,240,241,245,249,251,255,257,258,262,265,266,267,268,268,268,268,268,5.59471137960184,304.992653271842,"high pop density"
"315","YEM","Yemen",15.552727,48.516388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.693147180559945,52.2457961626608,"low pop density"
"316","ZAF","South Africa",-30.5595,22.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,7,13,17,24,38,51,62,62,116,150,202,240,274,402,554,709,927,1170,1187,1280,1326,1353,1380,1462,1505,1585,1655,1686,1749,1845,1934,2003,2028,2173,2272,2415,2506,2605,2783,3034,3158,3300,8.10198073185319,46.1758591695587,"low pop density"
"317","ZMB","Zambia",-15.4167,28.2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,12,16,22,28,29,35,35,36,39,39,39,39,39,39,39,39,40,40,43,45,45,48,48,52,57,61,65,4.18965474202643,22.3185541909361,"low pop density"
"318","ZWE","Zimbabwe",-20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,5,7,7,7,8,8,9,9,9,9,10,11,11,11,13,14,14,17,17,23,23,24,25,25,25,3.25809653802148,41.7483830942226,"low pop density"
